0.255,355.3
0.26,373.2
0.265,341.5
0.27,333.1
0.275,337.5
0.28,333.9
0.285,334.1
0.29,355.9
0.295,337.5
0.3,343.6
0.305,344.3
0.31,323.8
0.315,411.4
0.32,357.8
0.325,345.0
0.33,343.4
0.335,322.7
0.34,336.3
0.345,324.1
0.35,336.8
0.355,326.5
0.36,328.9
0.365,350.5
0.37,340.4
0.375,336.9
0.38,370.3
0.385,343.7
0.39,334.1
0.395,339.3
0.4,329.9
0.405,335.8
0.41,322.7
0.415,331.7
0.42,336.3
0.425,312.2
0.43,329.1
0.435,382.7
0.44,366.5
0.445,361.3
0.45,330.2
0.455,340.6
0.46,334.8
0.465,337.7
0.47,353.3
0.475,343.2
0.48,338.0
0.485,340.4
0.49,331.6
0.495,352.4
0.5,342.9
