0.255,324.2
0.26,319.4
0.265,396.7
0.27,410.1
0.275,366.5
0.28,339.7
0.285,310.5
0.29,306.1
0.295,396.2
0.3,335.3
0.305,323.9
0.31,425.6
0.315,331.8
0.32,318.3
0.325,312.1
0.33,321.0
0.335,338.4
0.34,360.3
0.345,381.2
0.35,329.0
0.355,327.8
0.36,318.0
0.365,332.4
0.37,329.9
0.375,318.9
0.38,320.7
0.385,332.9
0.39,345.1
0.395,321.1
0.4,327.5
0.405,357.6
0.41,313.8
0.415,325.6
0.42,315.7
0.425,317.5
0.43,326.2
0.435,320.6
0.44,338.1
0.445,332.2
0.45,339.0
0.455,315.4
0.46,315.8
0.465,329.9
0.47,340.7
0.475,306.7
0.48,345.4
0.485,327.4
0.49,307.2
0.495,318.3
0.5,319.0
