0.255,172.7
0.26,144.8
0.265,151.3
0.27,140.6
0.275,135.5
0.28,132.1
0.285,131.3
0.29,134.9
0.295,131.8
0.3,134.0
0.305,138.5
0.31,134.0
0.315,131.8
0.32,134.0
0.325,140.9
0.33,213.1
0.335,155.9
0.34,136.0
0.345,134.2
0.35,134.2
0.355,133.5
0.36,134.2
0.365,135.6
0.37,134.6
0.375,134.1
0.38,138.7
0.385,137.3
0.39,147.6
0.395,138.4
0.4,136.5
0.405,135.9
0.41,134.9
0.415,136.4
0.42,136.4
0.425,134.7
0.43,132.1
0.435,134.8
0.44,132.2
0.445,135.9
0.45,134.5
0.455,138.5
0.46,140.8
0.465,142.1
0.47,146.6
0.475,138.0
0.48,135.3
0.485,137.0
0.49,133.4
0.495,129.6
0.5,134.9
