0.255,70.2
0.26,46.2
0.265,45.6
0.27,47.2
0.275,45.3
0.28,46.7
0.285,45.5
0.29,45.3
0.295,45.3
0.3,44.8
0.305,45.2
0.31,45.1
0.315,45.9
0.32,45.1
0.325,45.2
0.33,45.4
0.335,45.2
0.34,45.3
0.345,45.5
0.35,45.7
0.355,45.5
0.36,45.4
0.365,45.5
0.37,46.9
0.375,45.3
0.38,45.5
0.385,45.6
0.39,45.7
0.395,45.4
0.4,45.4
0.405,45.7
0.41,45.4
0.415,45.6
0.42,45.4
0.425,45.7
0.43,45.4
0.435,46.6
0.44,46.2
0.445,46.0
0.45,45.8
0.455,46.1
0.46,46.2
0.465,46.0
0.47,46.1
0.475,46.6
0.48,46.6
0.485,46.1
0.49,45.9
0.495,46.1
0.5,46.5
