0.255,81.0
0.26,45.0
0.265,43.8
0.27,44.6
0.275,42.9
0.28,43.4
0.285,42.6
0.29,44.3
0.295,45.6
0.3,42.7
0.305,43.0
0.31,43.3
0.315,45.5
0.32,42.5
0.325,42.7
0.33,43.1
0.335,42.7
0.34,42.7
0.345,51.2
0.35,67.7
0.355,46.8
0.36,46.5
0.365,44.5
0.37,42.9
0.375,43.2
0.38,45.7
0.385,43.2
0.39,42.6
0.395,42.8
0.4,42.6
0.405,42.9
0.41,42.8
0.415,42.6
0.42,43.0
0.425,42.8
0.43,43.0
0.435,42.8
0.44,44.4
0.445,43.6
0.45,53.7
0.455,44.1
0.46,43.3
0.465,47.7
0.47,44.4
0.475,43.3
0.48,42.8
0.485,43.2
0.49,42.7
0.495,43.0
0.5,42.9
