0.255,216.5
0.26,204.8
0.265,213.8
0.27,182.2
0.275,174.7
0.28,196.7
0.285,188.0
0.29,172.2
0.295,175.9
0.3,183.5
0.305,180.6
0.31,165.4
0.315,180.1
0.32,173.8
0.325,165.3
0.33,173.6
0.335,174.4
0.34,170.7
0.345,177.2
0.35,178.4
0.355,179.0
0.36,178.5
0.365,181.3
0.37,185.3
0.375,175.3
0.38,172.8
0.385,176.4
0.39,175.4
0.395,178.7
0.4,172.5
0.405,176.4
0.41,173.2
0.415,171.8
0.42,174.2
0.425,192.9
0.43,174.7
0.435,177.1
0.44,177.8
0.445,169.0
0.45,165.8
0.455,168.6
0.46,191.9
0.465,173.9
0.47,180.0
0.475,169.4
0.48,167.5
0.485,167.2
0.49,176.5
0.495,170.4
0.5,171.6
