0.255,333.8
0.26,331.4
0.265,346.5
0.27,329.8
0.275,339.5
0.28,305.3
0.285,320.8
0.29,368.1
0.295,365.8
0.3,358.4
0.305,340.3
0.31,386.0
0.315,377.1
0.32,376.0
0.325,314.3
0.33,308.3
0.335,324.1
0.34,520.5
0.345,318.2
0.35,365.6
0.355,368.5
0.36,317.4
0.365,331.2
0.37,313.3
0.375,333.1
0.38,295.7
0.385,311.0
0.39,307.9
0.395,278.8
0.4,324.7
0.405,304.1
0.41,287.8
0.415,367.9
0.42,271.7
0.425,311.4
0.43,276.8
0.435,311.4
0.44,306.8
0.445,356.3
0.45,274.1
0.455,288.7
0.46,286.5
0.465,268.8
0.47,282.9
0.475,277.8
0.48,335.9
0.485,330.4
0.49,271.0
0.495,310.2
0.5,282.4
