0.255,837.8
0.26,1059.7
0.265,946.0
0.27,921.5
0.275,918.6
0.28,894.2
0.285,779.2
0.29,726.7
0.295,803.3
0.3,938.5
0.305,968.1
0.31,765.0
0.315,948.1
0.32,850.7
0.325,850.9
0.33,1000.9
0.335,941.9
0.34,934.0
0.345,1079.3
0.35,890.7
0.355,1305.9
0.36,1117.3
0.365,1077.5
0.37,1604.5
0.375,1211.1
0.38,1297.8
0.385,850.2
0.39,933.8
0.395,629.7
0.4,696.9
0.405,1202.3
0.41,1020.2
0.415,1010.7
0.42,976.6
0.425,1097.7
0.43,1079.7
0.435,914.5
0.44,967.2
0.445,953.0
0.45,927.1
0.455,695.8
0.46,662.3
0.465,938.5
0.47,1020.6
0.475,1028.8
0.48,828.7
0.485,1108.4
0.49,1143.8
0.495,821.3
0.5,959.8
