0.255,210.5
0.26,239.9
0.265,339.6
0.27,279.0
0.275,196.3
0.28,208.4
0.285,209.3
0.29,189.9
0.295,186.0
0.3,198.0
0.305,191.1
0.31,183.1
0.315,184.7
0.32,184.6
0.325,177.3
0.33,194.3
0.335,194.4
0.34,180.6
0.345,183.0
0.35,178.2
0.355,182.4
0.36,198.6
0.365,184.4
0.37,190.4
0.375,183.3
0.38,187.4
0.385,195.9
0.39,188.8
0.395,187.9
0.4,177.5
0.405,181.0
0.41,180.3
0.415,183.4
0.42,282.5
0.425,197.3
0.43,234.1
0.435,199.3
0.44,198.5
0.445,180.5
0.45,180.3
0.455,188.3
0.46,185.9
0.465,188.7
0.47,177.0
0.475,185.5
0.48,188.3
0.485,180.9
0.49,184.1
0.495,173.4
0.5,195.2
